{'diabetes_readmission_causal_group_dro'}
run_0Train Datashifts with Representations:{'informativeness': 0.016108566162679066, 'invariance': 0.3282168223850304, 'label_shift': 0.003375592508434266, '(latent)_covariate_shift': 0.34940142352513076, 'concept_shift': 0.23541236822028438, 'residual': 0.022821989500404632, 'overall': -0.11213951062360046}
run_3Test Datashifts with Representations:{'informativeness': 0.06263627806356624, 'invariance': 8.415721071987506e-05, 'label_shift': 0.0009818828414588172, '(latent)_covariate_shift': -2.40449173489476e-05, 'concept_shift': 0.0009137068592300567, 'residual': 0.042185859311475164, 'overall': 0.02043040567917103}
run_4Train Datashifts with Representations:{'informativeness': 0.05827706815971102, 'invariance': 0.19677958745590315, 'label_shift': 0.015734076376641568, '(latent)_covariate_shift': 0.23069245520521173, 'concept_shift': 0.0031029711040021514, 'residual': 0.04881102018780926, 'overall': 0.03273803448287576}
run_4Test Datashifts with Representations:{'informativeness': 0.06263627806356624, 'invariance': 8.415721071987506e-05, 'label_shift': 0.0009818828414588172, '(latent)_covariate_shift': -2.40449173489476e-05, 'concept_shift': 0.0009137068592300567, 'residual': 0.042185859311475164, 'overall': 0.02043040567917103}
{'diabetes_readmission_group_dro'}
run_0Train Datashifts with Representations:{'informativeness': 0.05655232337662966, 'invariance': 0.40179438446746063, 'label_shift': 0.003375592508434266, '(latent)_covariate_shift': 0.4378070326264794, 'concept_shift': 0.00850924695819596, 'residual': 0.0647119659381701, 'overall': 0.007279854293088112}
run_0Test Datashifts with Representations:{'informativeness': 0.054642526057281655, 'invariance': 8.415721071987506e-05, 'label_shift': -0.006770410690669257, '(latent)_covariate_shift': -9.617966939322766e-05, 'concept_shift': -9.617966939210646e-05, 'residual': 0.05437891474240899, 'overall': -0.0031636726358224565}
run_1Train Datashifts with Representations:{'informativeness': 0.04867149443251885, 'invariance': 0.32886613279028737, 'label_shift': -0.0031805683642138712, '(latent)_covariate_shift': 0.3416773637551988, 'concept_shift': 0.008000131476263909, 'residual': 0.04268569885765858, 'overall': 0.006801061137077097}
run_1Test Datashifts with Representations:{'informativeness': 0.045657124126912384, 'invariance': 0.005049432643110976, 'label_shift': 0.0007466110447008205, '(latent)_covariate_shift': -0.0001442695040885601, 'concept_shift': -0.00014426950408839994, 'residual': 0.04561897049308206, 'overall': -0.002113257165374839}
run_2Train Datashifts with Representations:{'informativeness': 0.05350227651860848, 'invariance': 0.7611043874623891, 'label_shift': 0.03056067027352713, '(latent)_covariate_shift': 0.7166906482495378, 'concept_shift': 0.00229875232650786, 'residual': 0.03482506382273122, 'overall': 0.010601302062961282}
run_2Test Datashifts with Representations:{'informativeness': 0.0670924729505627, 'invariance': 0.019151776667802323, 'label_shift': -0.0018651941118563787, '(latent)_covariate_shift': 0.0, 'concept_shift': 4.805139755722377e-16, 'residual': 0.062348234955542634, 'overall': -0.0057642473948095255}
run_3Train Datashifts with Representations:{'informativeness': 0.06115343090868404, 'invariance': 0.4570353874513053, 'label_shift': -0.009696242617215522, '(latent)_covariate_shift': 0.4897513677525412, 'concept_shift': 0.017468185424531917, 'residual': 0.053260040964021434, 'overall': 0.010669166074406856}
run_3Test Datashifts with Representations:{'informativeness': 0.06992279552056771, 'invariance': 1.1211992763352213e-15, 'label_shift': 0.010976329636563498, '(latent)_covariate_shift': 0.0, 'concept_shift': 1.6017132519074588e-16, 'residual': 0.06989693262237405, 'overall': 0.005514027716474773}
run_4Train Datashifts with Representations:{'informativeness': 0.06277789291764539, 'invariance': 0.7129544199306392, 'label_shift': -0.005975659725125663, '(latent)_covariate_shift': 0.7616273144985475, 'concept_shift': -0.008504906207840047, 'residual': 0.07057734525539854, 'overall': 0.01780161818755817}
run_4Test Datashifts with Representations:{'informativeness': 0.07828738933301808, 'invariance': 0.0015508971689569865, 'label_shift': -0.009470196352610684, '(latent)_covariate_shift': 0.0, 'concept_shift': 1.6017132519074588e-16, 'residual': 0.07660210425201168, 'overall': -0.0038252616797775085}
{'acsfoodstamps_causal_group_dro'}
run_0Train Datashifts with Representations:{'informativeness': 0.06292680889843892, 'invariance': 2.17360554357066, 'label_shift': -0.0058060624703405814, '(latent)_covariate_shift': 2.187927849685372, 'concept_shift': 0.11647203527055955, 'residual': 0.04919885019344319, 'overall': -0.04024993710809826}
run_0Test Datashifts with Representations:{'informativeness': 0.07775577378274857, 'invariance': 0.011361372335123677, 'label_shift': -0.0015958378682764684, '(latent)_covariate_shift': 7.274930641074643e-05, 'concept_shift': 0.14284827521708285, 'residual': 0.07129518277864821, 'overall': -0.07140577705293577}
run_1Train Datashifts with Representations:{'informativeness': 0.0737103786123164, 'invariance': 0.7127199527079671, 'label_shift': 0.005422396634699895, '(latent)_covariate_shift': 0.8041070001875738, 'concept_shift': 0.10648791713310941, 'residual': 0.0800142433147186, 'overall': -0.011143101211803619}
run_1Test Datashifts with Representations:{'informativeness': 0.08416191990343967, 'invariance': 0.00032387702702761504, 'label_shift': -0.0014419506622654974, '(latent)_covariate_shift': -0.00024253064831920314, 'concept_shift': 0.15267668602735113, 'residual': 0.08212645050449563, 'overall': -0.07530705278353766}
run_2Train Datashifts with Representations:{'informativeness': 0.07422964019152277, 'invariance': 2.365347756628525, 'label_shift': 0.0019714875710719567, '(latent)_covariate_shift': 2.4466133146889266, 'concept_shift': 0.11003123159370272, 'residual': 0.07366010100529127, 'overall': -0.012827553794882991}
run_2Test Datashifts with Representations:{'informativeness': 0.07594309673275937, 'invariance': 0.0002874702890212285, 'label_shift': -0.0062578540267975175, '(latent)_covariate_shift': 0.00011172814242665215, 'concept_shift': 0.12994264129191824, 'residual': 0.07902377039940711, 'overall': -0.07126879239930291}
run_3Train Datashifts with Representations:{'informativeness': 0.0638053562656715, 'invariance': 0.34129387729800953, 'label_shift': -0.0017492588395214394, '(latent)_covariate_shift': 0.38877755210236487, 'concept_shift': 0.05877097925211524, 'residual': 0.07013826737349999, 'overall': -0.012851192751469148}
run_3Test Datashifts with Representations:{'informativeness': 0.07038994061813662, 'invariance': 0.0011132737666612086, 'label_shift': -0.007654155868600332, '(latent)_covariate_shift': 0.0003106901259264884, 'concept_shift': 0.12842216922872712, 'residual': 0.07328635830125046, 'overall': -0.07133587205214492}
run_4Train Datashifts with Representations:{'informativeness': 0.08047899620698462, 'invariance': 1.6237156297700388, 'label_shift': 0.0035166859362696936, '(latent)_covariate_shift': 1.753554066612402, 'concept_shift': 0.10809010187776413, 'residual': 0.07768192063662192, 'overall': 0.015429586020797095}
run_4Test Datashifts with Representations:{'informativeness': 0.08176588101668596, 'invariance': 0.00022913962733860189, 'label_shift': 0.017383880625888287, '(latent)_covariate_shift': 0.00040746013958792326, 'concept_shift': 0.12773017802456146, 'residual': 0.07785041338931732, 'overall': -0.051168520815843305}
{'acsfoodstamps_arguablycausal_group_dro'}
run_0Train Datashifts with Representations:{'informativeness': 0.010037449301801279, 'invariance': 0.6913397369659873, 'label_shift': -0.0058060624703405814, '(latent)_covariate_shift': 0.6895457814489371, 'concept_shift': 0.0005109570959124368, 'residual': 0.005317289690057757, 'overall': 0.0006646720700919373}
run_0Test Datashifts with Representations:{'informativeness': 0.04758650894994602, 'invariance': 0.031198280259225285, 'label_shift': -0.0015958378682764684, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0037510071063115327, 'residual': 0.04443650089931378, 'overall': -0.015122554566274406}
run_1Train Datashifts with Representations:{'informativeness': 0.138466904652488, 'invariance': 0.2724595577132243, 'label_shift': 0.005422396634699895, '(latent)_covariate_shift': 0.30490296948327716, 'concept_shift': -0.00011660189915026864, 'residual': 0.1250295541801208, 'overall': 0.03242855562431873}
run_1Test Datashifts with Representations:{'informativeness': 0.17283029795071259, 'invariance': 1.1211992763352213e-15, 'label_shift': -0.0014419506622654974, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.00306572696188911, 'residual': 0.14858120282003853, 'overall': 0.021995256318596196}
run_2Train Datashifts with Representations:{'informativeness': 0.015885263287728605, 'invariance': 0.5537605392149502, 'label_shift': 0.0019714875710719567, '(latent)_covariate_shift': 0.5518991321932777, 'concept_shift': -0.00011764494263531041, 'residual': 0.008377251208974723, 'overall': 0.007621874824771247}
run_2Test Datashifts with Representations:{'informativeness': 0.06797540520485233, 'invariance': 0.03660838666255654, 'label_shift': -0.0062578540267975175, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0033542659700670314, 'residual': 0.0532625439815069, 'overall': -0.008397392106365108}
run_3Train Datashifts with Representations:{'informativeness': 0.09994033174675024, 'invariance': 0.11408042937634164, 'label_shift': -0.0017492588395214394, '(latent)_covariate_shift': 0.12076564877575148, 'concept_shift': -0.00045959469561522543, 'residual': 0.10346353830424883, 'overall': -0.0008254289297467826}
run_3Test Datashifts with Representations:{'informativeness': 0.1027925391257456, 'invariance': 0.00146680808896939, 'label_shift': -0.007654155868600332, '(latent)_covariate_shift': 0.0011755906674833225, 'concept_shift': 0.008064343794686837, 'residual': 0.10383304603236068, 'overall': -0.00904536544900171}
run_4Train Datashifts with Representations:{'informativeness': 0.12382239946897193, 'invariance': 0.13982309574270532, 'label_shift': 0.0035166859362696936, '(latent)_covariate_shift': 0.15529349412842303, 'concept_shift': 0.006256273555412138, 'residual': 0.11434056496023905, 'overall': 0.015847239892020512}
run_4Test Datashifts with Representations:{'informativeness': 0.1527129014086324, 'invariance': 9.050140593520606e-05, 'label_shift': 0.017383880625888287, '(latent)_covariate_shift': 5.539239364886694e-05, 'concept_shift': 0.0033963657689948753, 'residual': 0.1326894847891638, 'overall': 0.026999619541772157}
{'acsfoodstamps_group_dro'}
run_0Train Datashifts with Representations:{'informativeness': 0.009371969804680087, 'invariance': 0.7142965711624533, 'label_shift': -0.0058060624703405814, '(latent)_covariate_shift': 0.7135533302768001, 'concept_shift': 9.257293179098162e-05, 'residual': 0.006313162456522016, 'overall': -0.00026213079573426945}
run_0Test Datashifts with Representations:{'informativeness': 0.057013775972670815, 'invariance': 0.02485042207931326, 'label_shift': -0.0015958378682764684, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0021640425613340076, 'residual': 0.0570587550546559, 'overall': -0.014350130336446956}
run_1Train Datashifts with Representations:{'informativeness': 0.18173141918744726, 'invariance': 0.3381517164854672, 'label_shift': 0.005422396634699895, '(latent)_covariate_shift': 0.3655060501403584, 'concept_shift': -0.001991916650746003, 'residual': 0.13197384297838752, 'overall': 0.06714189967922829}
run_1Test Datashifts with Representations:{'informativeness': 0.199069177114589, 'invariance': 1.1211992763352213e-15, 'label_shift': -0.0014419506622654974, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0009738191526005036, 'residual': 0.12317397916356715, 'overall': 0.07468731304358828}
run_2Train Datashifts with Representations:{'informativeness': 0.02970223479021865, 'invariance': 0.5171746279101165, 'label_shift': 0.0019714875710719567, '(latent)_covariate_shift': 0.5161819136594916, 'concept_shift': 3.6067376022620544e-05, 'residual': 0.00021824034147927362, 'overall': 0.029955347420951628}
run_2Test Datashifts with Representations:{'informativeness': 0.007281645638885224, 'invariance': 0.002055840433266947, 'label_shift': -0.0062578540267975175, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.002344379441444868, 'residual': 0.005716525289091386, 'overall': -0.003763916600960828}
run_3Train Datashifts with Representations:{'informativeness': 0.14804129738765448, 'invariance': 0.04011184410845488, 'label_shift': -0.0017492588395214394, '(latent)_covariate_shift': 0.04184508066166055, 'concept_shift': 0.00097727593960667, 'residual': 0.1300389103725151, 'overall': 0.01750573790217816}
run_3Test Datashifts with Representations:{'informativeness': 0.14979473254380263, 'invariance': 0.00176530051164947, 'label_shift': -0.007654155868600332, '(latent)_covariate_shift': 2.838649491896098e-05, 'concept_shift': 0.005297020286061459, 'residual': 0.12134124436362778, 'overall': 0.021109443094478708}
run_4Train Datashifts with Representations:{'informativeness': 0.16751959485518642, 'invariance': 0.2508307164990842, 'label_shift': 0.0035166859362696936, '(latent)_covariate_shift': 0.2629979940603884, 'concept_shift': 0.002343891420367261, 'residual': 0.13248470722372963, 'overall': 0.04170492367006007}
run_4Test Datashifts with Representations:{'informativeness': 0.17528507777799326, 'invariance': 1.1211992763352213e-15, 'label_shift': 0.017383880625888287, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0016590992970224455, 'residual': 0.13165087076615795, 'overall': 0.051496597676267686}
{'brfss_diabetes_causal_group_dro'}
run_0Train Datashifts with Representations:{'informativeness': 0.14071908082893472, 'invariance': 0.12139778878262138, 'label_shift': 0.017554929267790703, '(latent)_covariate_shift': 0.12942517779261428, 'concept_shift': 0.031838328386072215, 'residual': 0.14451726459615816, 'overall': -0.006926188821367724}
run_0Test Datashifts with Representations:{'informativeness': 0.11102299581870327, 'invariance': 0.21686273013837493, 'label_shift': 0.010747443489363856, '(latent)_covariate_shift': 0.23272830478966047, 'concept_shift': 0.1071328622142813, 'residual': 0.15271201086531838, 'overall': -0.08194893708343107}
run_1Train Datashifts with Representations:{'informativeness': 0.14071908082893472, 'invariance': 0.12139778878262138, 'label_shift': 0.017554929267790703, '(latent)_covariate_shift': 0.12942517779261428, 'concept_shift': 0.031838328386072215, 'residual': 0.14451726459615816, 'overall': -0.006926188821367724}
run_1Test Datashifts with Representations:{'informativeness': 0.11102299581870327, 'invariance': 0.21686273013837493, 'label_shift': 0.010747443489363856, '(latent)_covariate_shift': 0.23272830478966047, 'concept_shift': 0.1071328622142813, 'residual': 0.15271201086531838, 'overall': -0.08194893708343107}
run_2Train Datashifts with Representations:{'informativeness': 0.14071908082893472, 'invariance': 0.12139778878262138, 'label_shift': 0.017554929267790703, '(latent)_covariate_shift': 0.12942517779261428, 'concept_shift': 0.031838328386072215, 'residual': 0.14451726459615816, 'overall': -0.006926188821367724}
run_2Test Datashifts with Representations:{'informativeness': 0.11102299581870327, 'invariance': 0.21686273013837493, 'label_shift': 0.010747443489363856, '(latent)_covariate_shift': 0.23272830478966047, 'concept_shift': 0.1071328622142813, 'residual': 0.15271201086531838, 'overall': -0.08194893708343107}
run_3Train Datashifts with Representations:{'informativeness': 0.14071908082893472, 'invariance': 0.12139778878262138, 'label_shift': 0.017554929267790703, '(latent)_covariate_shift': 0.12942517779261428, 'concept_shift': 0.031838328386072215, 'residual': 0.14451726459615816, 'overall': -0.006926188821367724}
run_3Test Datashifts with Representations:{'informativeness': 0.11102299581870327, 'invariance': 0.21686273013837493, 'label_shift': 0.010747443489363856, '(latent)_covariate_shift': 0.23272830478966047, 'concept_shift': 0.1071328622142813, 'residual': 0.15271201086531838, 'overall': -0.08194893708343107}
run_4Train Datashifts with Representations:{'informativeness': 0.14071908082893472, 'invariance': 0.12139778878262138, 'label_shift': 0.017554929267790703, '(latent)_covariate_shift': 0.12942517779261428, 'concept_shift': 0.031838328386072215, 'residual': 0.14451726459615816, 'overall': -0.006926188821367724}
run_4Test Datashifts with Representations:{'informativeness': 0.11102299581870327, 'invariance': 0.21686273013837493, 'label_shift': 0.010747443489363856, '(latent)_covariate_shift': 0.23272830478966047, 'concept_shift': 0.1071328622142813, 'residual': 0.15271201086531838, 'overall': -0.08194893708343107}
{'brfss_diabetes_arguablycausal_group_dro'}
run_0Train Datashifts with Representations:{'informativeness': 0.065579582170207, 'invariance': 1.1211992763352213e-15, 'label_shift': 0.004410807874824522, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0016951666730452262, 'residual': 0.06565139847660087, 'overall': 0.0012860042944952271}
run_0Test Datashifts with Representations:{'informativeness': 0.06146337294796018, 'invariance': 0.11115786544330293, 'label_shift': 0.01689154063470388, '(latent)_covariate_shift': 0.12360306727917729, 'concept_shift': 0.00463889773086192, 'residual': 0.06374901847339591, 'overall': 0.010063276844422417}
run_1Train Datashifts with Representations:{'informativeness': 0.08185042528033055, 'invariance': 0.0003967411362459429, 'label_shift': 0.005675449120732449, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.00028853900817824143, 'residual': 0.08186571745359833, 'overall': 0.0024797923148863615}
run_1Test Datashifts with Representations:{'informativeness': 0.07856781042015454, 'invariance': 0.0976707142196128, 'label_shift': 0.009215807138557535, '(latent)_covariate_shift': 0.10277430146961146, 'concept_shift': 0.004302801172548457, 'residual': 0.08539145851485647, 'overall': -0.0018153514866980636}
run_2Train Datashifts with Representations:{'informativeness': 0.065579582170207, 'invariance': 1.1211992763352213e-15, 'label_shift': 0.004410807874824522, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0016951666730452262, 'residual': 0.06565139847660087, 'overall': 0.0012860042944952271}
run_2Test Datashifts with Representations:{'informativeness': 0.06146337294796018, 'invariance': 0.11115786544330293, 'label_shift': 0.01689154063470388, '(latent)_covariate_shift': 0.12360306727917729, 'concept_shift': 0.00463889773086192, 'residual': 0.06374901847339591, 'overall': 0.010063276844422417}
run_3Train Datashifts with Representations:{'informativeness': 0.08185042528033055, 'invariance': 0.0003967411362459429, 'label_shift': 0.005675449120732449, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.00028853900817824143, 'residual': 0.08186571745359833, 'overall': 0.0024797923148863615}
run_3Test Datashifts with Representations:{'informativeness': 0.07856781042015454, 'invariance': 0.0976707142196128, 'label_shift': 0.009215807138557535, '(latent)_covariate_shift': 0.10277430146961146, 'concept_shift': 0.004302801172548457, 'residual': 0.08539145851485647, 'overall': -0.0018153514866980636}
run_4Train Datashifts with Representations:{'informativeness': 0.065579582170207, 'invariance': 1.1211992763352213e-15, 'label_shift': 0.004410807874824522, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0016951666730452262, 'residual': 0.06565139847660087, 'overall': 0.0012860042944952271}
run_4Test Datashifts with Representations:{'informativeness': 0.06146337294796018, 'invariance': 0.11115786544330293, 'label_shift': 0.01689154063470388, '(latent)_covariate_shift': 0.12360306727917729, 'concept_shift': 0.00463889773086192, 'residual': 0.06374901847339591, 'overall': 0.010063276844422417}
{'brfss_diabetes_group_dro'}
run_0Train Datashifts with Representations:{'informativeness': 0.09091036098511927, 'invariance': 1.1211992763352213e-15, 'label_shift': 0.004410807874824522, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.000504943264311402, 'residual': 0.09091306962032668, 'overall': 0.0019502236700486009}
run_0Test Datashifts with Representations:{'informativeness': 0.08551390802184884, 'invariance': 0.11506280540660196, 'label_shift': 0.01689154063470388, '(latent)_covariate_shift': 0.1257691976399603, 'concept_shift': -0.0033356914822875085, 'residual': 0.09849656251251815, 'overall': 0.002484157684505564}
run_1Train Datashifts with Representations:{'informativeness': 0.10978798596557524, 'invariance': 0.00043280851226680154, 'label_shift': 0.005675449120732449, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0003606737602228418, 'residual': 0.10979392292365862, 'overall': 0.002435046466038024}
run_1Test Datashifts with Representations:{'informativeness': 0.11929932305352953, 'invariance': 0.2442295332011294, 'label_shift': 0.0015103556643162749, '(latent)_covariate_shift': 0.26585065427144633, 'concept_shift': -0.0016704959080424133, 'residual': 0.13262186048058577, 'overall': -0.0009215511057184267}
run_2Train Datashifts with Representations:{'informativeness': 0.09091036098511927, 'invariance': 1.1211992763352213e-15, 'label_shift': 0.004410807874824522, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.000504943264311402, 'residual': 0.09091306962032668, 'overall': 0.0019502236700486009}
run_2Test Datashifts with Representations:{'informativeness': 0.08551390802184884, 'invariance': 0.11506280540660196, 'label_shift': 0.01689154063470388, '(latent)_covariate_shift': 0.1257691976399603, 'concept_shift': -0.0033356914822875085, 'residual': 0.09849656251251815, 'overall': 0.002484157684505564}
run_3Train Datashifts with Representations:{'informativeness': 0.10978798596557524, 'invariance': 0.00043280851226680154, 'label_shift': 0.005675449120732449, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0003606737602228418, 'residual': 0.10979392292365862, 'overall': 0.002435046466038024}
run_3Test Datashifts with Representations:{'informativeness': 0.11929932305352953, 'invariance': 0.2442295332011294, 'label_shift': 0.0015103556643162749, '(latent)_covariate_shift': 0.26585065427144633, 'concept_shift': -0.0016704959080424133, 'residual': 0.13262186048058577, 'overall': -0.0009215511057184267}
run_4Train Datashifts with Representations:{'informativeness': 0.09091036098511927, 'invariance': 1.1211992763352213e-15, 'label_shift': 0.004410807874824522, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.000504943264311402, 'residual': 0.09091306962032668, 'overall': 0.0019502236700486009}
run_4Test Datashifts with Representations:{'informativeness': 0.08551390802184884, 'invariance': 0.11506280540660196, 'label_shift': 0.01689154063470388, '(latent)_covariate_shift': 0.1257691976399603, 'concept_shift': -0.0033356914822875085, 'residual': 0.09849656251251815, 'overall': 0.002484157684505564}
{'acsincome_causal_group_dro'}
run_0Train Datashifts with Representations:{'informativeness': 0.19214780289117878, 'invariance': 1.3699775780233154, 'label_shift': 0.015213404934141922, '(latent)_covariate_shift': 1.334623401615656, 'concept_shift': 0.20338844762828895, 'residual': 0.1302552772941036, 'overall': -0.049872083953828084}
run_0Test Datashifts with Representations:{'informativeness': 0.1595484469147919, 'invariance': 0.00961501884573523, 'label_shift': 0.003482233702930959, '(latent)_covariate_shift': -0.00021190260141068704, 'concept_shift': 0.10691793507716399, 'residual': 0.15810790660633603, 'overall': -0.055190771102233624}
run_1Train Datashifts with Representations:{'informativeness': 0.1376068490632905, 'invariance': 0.9287020108741347, 'label_shift': 0.008082415533674643, '(latent)_covariate_shift': 1.0327657304568243, 'concept_shift': 0.19759857757004834, 'residual': 0.12316111209268205, 'overall': -0.028280484256233612}
run_1Test Datashifts with Representations:{'informativeness': 0.14638262407062308, 'invariance': 0.0010385805203655338, 'label_shift': -0.0030031161792455387, '(latent)_covariate_shift': 0.0008942218498627095, 'concept_shift': 0.12170977441854285, 'residual': 0.1537176244919946, 'overall': -0.06976362505551714}
run_2Train Datashifts with Representations:{'informativeness': 0.181416684473431, 'invariance': 1.3543904521744476, 'label_shift': 0.01645051026249839, '(latent)_covariate_shift': 1.344685847962023, 'concept_shift': 0.21029733236679385, 'residual': 0.13890355358124562, 'overall': -0.05926258226617466}
run_2Test Datashifts with Representations:{'informativeness': 0.1579294753599218, 'invariance': 0.008456828410855577, 'label_shift': 0.013090250486158318, '(latent)_covariate_shift': 0.0006406951345724709, 'concept_shift': 0.11121536096221002, 'residual': 0.15850840257057053, 'overall': -0.05354954908681614}
run_3Train Datashifts with Representations:{'informativeness': 0.13661322517109534, 'invariance': 0.8117112933979674, 'label_shift': 0.008952243593109139, '(latent)_covariate_shift': 0.8448142117242189, 'concept_shift': 0.16652837975335444, 'residual': 0.10898071352512817, 'overall': -0.034604097271029755}
run_3Test Datashifts with Representations:{'informativeness': 0.15131617164351716, 'invariance': 0.008164335122383974, 'label_shift': 0.007755964108755229, '(latent)_covariate_shift': 0.0022463775597194977, 'concept_shift': 0.09393452347906513, 'residual': 0.1569891517374258, 'overall': -0.051721238560395816}
run_4Train Datashifts with Representations:{'informativeness': 0.12548021534256396, 'invariance': 1.133168395927881, 'label_shift': 0.012942164580406736, '(latent)_covariate_shift': 1.1991925310846334, 'concept_shift': 0.1938105667689268, 'residual': 0.12387427656744333, 'overall': -0.05581619474076327}
